release_year,app_name
2011,X3: Albion Prelude
2013,Trine 2: Complete Story
2011,Dungeon Defenders - Quest for the Lost Eternia Shards Part 1
2011,Satazius Demo
2011,Bunch of Heroes: Holiday Pack (Free DLC)
2011,SATAZIUS
2011,Fable - The Lost Chapters
2011,Renegade Ops - Reinforcement Pack
2011,Crazy Machines 2: Happy New Year DLC
2011,Dungeon Defenders - Etherian Holiday Extravaganza
2011,Saints Row: The Third Warrior Pack
2011,Renegade Ops - Coldstrike Campaign
2011,"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set"
2011,"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set"
2011,"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set"
2011,"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set"
2011,"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack"
2011,Earth Defense Force Tactician Advanced Tech Package
2011,Earth Defense Force Aerialist Munitions Package
2011,Earth Defense Force Trooper Special Issue Enforcer Package
2011,Batman Arkham City: Challenge Map Pack
2011,Batman Arkham City: Arkham City Skins Pack
2011,Earth Defense Force Battle Armor Weapon Chest
2012,Oil Rush
2012,Train Simulator: Woodhead Route Add-On
2012,King Arthur II: The Role-Playing Wargame
2012,King Arthur II: Dead Legions
2005,Serious Sam 2
2012,Fortune Summoners
2010,Star Trek Online
2012,Dungeon Defenders: Barbarian Hero DLC
2012,Dungeon Defenders: Assault Mission Pack
2012,Jagged Alliance - Back in Action
2012,Pineapple Smash Crew
2012,Victoria II: A House Divided
2012,PixelJunk™ Eden
2012,Pixeljunk Eden Soundtrack
2012,Snuggle Truck
2012,Titan Attacks!
2012,Dead Rising 2: Off the Record BBQ Chef Skills Pack
2012,Dead Rising 2: Off the Record COSPLAY Skills Pack
2012,Choplifter HD - Night Avenger Chopper
2012,Crusader Kings II
2012,Crusader Kings II: Dynasty Shields
2012,Crusader Kings II: Mongol Faces
2012,Xotic DLC: Pipe Works Expansion Pack
2012,Choplifter HD - Zombie Zombie Zombie
2012,Alan Wake
2010,Train Simulator: Glasgow Airport Rail Link Route Add-On
2012,Magicka: Lonely Island Cruise
2011,Postal III
2012,Starpoint Gemini
2012,Dustforce Soundtrack
2012,Realm of the Mad God
2012,Hearts of Iron III: Dies Irae Stars & Stripes Spritepack
2012,Saints Row: The Third - Gangstas in Space
2012,Pickers
2012,1000 Amps
2012,Assassin's Creed® Revelations - The Lost Archive
2012,Rayman® Origins
2012,Painkiller: Recurring Evil
2012,Spiral Knights: Operation Crimson Hammer
2012,Train Simulator: DB Freight: 1970s Loco Add-On
2012,Cities In Motion: Design Dreams
2012,Vessel
2012,iBomber Defense Pacific
2012,Luxor Evolved
2012,Alan Wake Collector's Edition Extras
2012,The Sims™ 3 Showtime
2012,Stacking
2012,Containment: The Zombie Puzzler
2012,Train Simulator: Cologne-Dusseldorf Route Add-On
2012,Train Simulator: South West Trains Class 444 EMU Add-On
2012,Wizorb
2012,Defenders of Ardania
2012,Jane's Advanced Strike Fighters
2012,Bumbledore
2012,Dungeon Defenders - President's Day Surprise
2012,ToeJam & Earl in Panic on Funkotron
2012,Dungeon Defenders - Quest for the Lost Eternia Shards Part 2
2012,Cubemen
2012,Myst V
2012,Dungeon Defenders Lucky Costume Pack
2012,Space Ark
2012,Ys: The Oath in Felghana
2012,Take On Helicopters: Hinds
2012,Waveform
2012,Saints Row: The Third - The Trouble with Clones DLC
2012,Mutant Storm: Reloaded
2012,Warp
2012,Kingdoms of Amalur: Reckoning - Legend of Dead Kel
2012,Total War: Shogun 2 - Fall of the Samurai
2012,Yesterday
2012,Fowl Space
2012,Crazy Machines Elements DLC - Collision Course & Mental Activity
2012,Midnight Mysteries 3: Devil on the Mississippi
2012,Midnight Mysteries 4: Haunted Houdini
2012,Tropico 4: Modern Times
2012,3SwitcheD
2012,Train Simulator: Freightliner Class 70 Loco Add-On
2012,Dungeon Defenders: Series EV Hero DLC
2012,Ridge Racer™ Unbounded
2012,Hegemony Gold: Wars of Ancient Greece
2012,Confrontation
2012,Train Simulator: Settle to Carlisle Route Add-on
2012,"Hack, Slash, Loot"
2012,Dungeon Defenders: Penny Arcade Character Pack
2012,The White Laboratory Demo
2012,Atooms to Moolecules Demo
2014,Imagine Earth
2012,Scary Girl
2012,Airline Tycoon 2: Honey Airlines DLC
2012,Risen 2: Dark Waters
2012,Dungeon Defenders: Quest for the Lost Eternia Shards Part 3
2012,Risen 2: Dark Waters - A Pirate's Clothes DLC
2012,Risen 2: Dark Waters - Treasure Isle DLC
2012,Binary Domain
2012,Analogue: A Hate Story
2012,Toy Soldiers
2012,Analogue: A Hate Story Soundtrack
2012,Total War: SHOGUN 2 - Dragon War Battle Pack
2012,Saints Row: The Third - Steelport Gangs Pack
2012,Phantasy Star III: Generations of Doom
2012,Phantasy Star II
2012,The Revenge of Shinobi
2012,Streets of Rage 3
2012,Phantasy Star IV: The End of the Millennium
2012,VectorMan 2
2012,Sanctum: Yogscave (Free DLC)
2012,Train Simulator: Settle Carlisle Specials Add-On
2012,Ticket to Ride - USA 1910
2012,Wonder Boy in Monster World
2012,Cities in Motion: Paris
2012,Jagged Alliance - Back in Action: Shades of Red DLC
2010,Serious Sam HD: The Second Encounter
2012,Serious Sam HD: The Second Encounter - Legend of the Beast DLC
2012,Nancy Drew®: Tomb of the Lost Queen
2012,Dead Hungry Diner
2012,Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On
2012,Train Simulator: Portsmouth Direct Line Route Add-On
2012,Resident Evil: Operation Raccoon City
2012,Alien Shooter 2 Conscription
2012,Gratuitous Tank Battles
2012,Farming Simulator Farming Classics Pack 4
2012,Ticket to Ride - Europe
2012,Ticket to Ride
2012,Train Simulator: DB BR143 Loco Add-On
2012,Train Simulator: Class 67 Diamond Jubilee Loco Add-On
2012,Ys Origin
2012,Dungeon Defenders: Talay Mining Complex Mission Pack
2012,Max Payne 3 Rockstar Pass
2012,Max Payne 3
2012,Binary Domain - Multiplayer Map Pack
2012,Binary Domain - Dan Marshall Pack
2012,Waveform: Eris
2012,Dungeons of Dredmor: You Have To Name The Expansion Pack
2012,The Lord of the Rings Online™
2012,Splice
2012,Indie Game: The Movie
2012,Krater
2012,LEGO® Batman 2 DC Super Heroes™
2012,Quantum Conundrum: The Desmond Debacle
2012,Vindictus
2012,Sniper Elite V2 - Kill Hitler + 2 Rifles
2012,Call of Duty®: Modern Warfare® 3 Collection 2
2012,Penny Arcade's On the Rain-Slick Precipice of Darkness 3
2012,The Dark Eye: Chains of Satinav
2012,Dungeons & Dragons Online® Menace of the Underdark™
2012,Dungeons & Dragons Online®
2012,Tom Clancy's Ghost Recon: Future Soldier™
2012,Crusader Kings II: Songs of the Caliph
2012,Expansion - Crusader Kings II: Sword of Islam
2012,Quantum Conundrum
2012,Tribes: Ascend
2012,Killing Floor - Harold Lott Character Pack
2002,Divine Divinity
2012,Crusader Kings II: African Unit Pack
2012,Xotic DLC: Warp Field Expansion Pack
2012,Foreign Legion: Multi Massacre
2012,Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4
2012,Source Filmmaker
2012,Magic 2013 “Goblin Gangland” Deck Key
2012,Magic 2013 “Pack Instinct” Deck Key
2012,Street Fighter X Tekken: Hugo (Swap Costume)
2012,Magic 2013 “Obedient Dead” Foil Conversion
2012,Magic 2013 “Goblin Gangland” Foil Conversion
2012,Hard Reset: Exile DLC
2012,Spiral Knights: Guardians Armor Pack
2012,Street Fighter X Tekken: Law (Swap Costume)
2012,Street Fighter X Tekken: King (Swap Costume)
2012,Street Fighter X Tekken: Julia (Swap Costume)
2012,Street Fighter X Tekken: Paul (Swap Costume)
2012,Might & Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack
2012,Street Fighter X Tekken: Ibuki (Swap Costume)
2012,Street Fighter X Tekken: Rolento (Swap Costume)
2012,Street Fighter X Tekken: Sagat (Swap Costume)
2012,Street Fighter X Tekken: Dhalsim (Swap Costume)
2012,Street Fighter X Tekken: Abel (Swap Costume)
2012,Street Fighter X Tekken: Lili (Swap Costume)
2012,Street Fighter X Tekken: Zangief (Swap Costume)
2012,Street Fighter X Tekken: Raven (Swap Costume)
2012,Street Fighter X Tekken: Yoshimitsu (Swap Costume)
2012,Street Fighter X Tekken: Jin (Swap Costume)
2012,Street Fighter X Tekken: Ogre (Swap Costume)
2012,Street Fighter X Tekken: Xiaoyu (Swap Costume)
2012,Street Fighter X Tekken: Tekken Swap Costume Complete Pack
2012,Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 1
2012,Street Fighter X Tekken: Street Fighter/Tekken Shared Assist Gem Pack 2
2012,MDK2 HD
2012,Shatter: Official Videogame Soundtrack
2012,The Book of Unwritten Tales Digital Extras
2012,Hearts of Iron III: US Infantry Sprite Pack
2012,The Book of Unwritten Tales
2012,Victoria II: A House Divided - American Civil War Spritepack
2012,Street Fighter X Tekken: Street Fighter Swap Costume Complete Pack
2012,A Virus Named TOM
2012,eXceed 2nd - Vampire REX
2012,A Virus Named TOM Soundtrack
2012,eXceed 3rd - Jade Penetrate Black Package
2012,Ticket to Ride - Legendary Asia
2012,Death Rally
2012,Train Simulator: CN SD40-2 Wide Nose Loco Add-On
2012,Sleeping Dogs: The Red Envelope Pack
2012,Train Simulator: SD70 V2 Volume 2 Loco Add-On
2012,Killing Floor - Ash Harding Character Pack
2012,Hero Academy
2012,Train Simulator: DB ICE 3 EMU Add-On
2012,Iron Brigade
2012,Sleeping Dogs: Top Dog Silver Pack
2012,Sleeping Dogs: Retro Triad Pack
2012,Sleeping Dogs - High Resolution Texture Pack
2012,Galaxy on Fire 2™ Full HD
2012,Counter-Strike: Global Offensive
2005,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™
2010,Din's Curse
2012,AVSEQ
2012,Train Simulator: Southern Pacific Cab Forward Loco Add-On
2012,Train Simulator: PRR GE 44 Loco Add-On
2012,Train Simulator: UP GE 44 Loco Add-On
2012,Gotham City Impostors Free to Play: Premium Card Pack 3
2012,Gotham City Impostors Free to Play: Killah Kitteh
2012,Gotham City Impostors Free to Play: Steampunk Costume
2012,Gotham City Impostors Free to Play: Stitches
2012,Gotham City Impostors Free to Play: Ninja Costume
2012,Closure
2012,Gotham City Impostors Free to Play: Harlette
2012,Gotham City Impostors Free to Play: Support Item Pack - Professional
2012,Gotham City Impostors Free to Play: Weapon Pack - Ultimate
2012,Gotham City Impostors Free to Play: Support Item Pack - Starter
2012,Gotham City Impostors Free to Play: Crocky
2012,Gotham City Impostors Free to Play: Weapon Pack - Professional
2012,Gotham City Impostors Free to Play: Premium Card Pack 6
2012,Gotham City Impostors Free to Play: Costume Coin Boost - Solo
2012,To the Moon Soundtrack
2012,Batman: Arkham City - Game of the Year Edition
2011,To the Moon
2012,Intrusion 2
2012,Gotham City Impostors Free to Play: Ultimate Impostor Kit
2012,Critter Crunch
2012,Hearts of Iron III: Sounds of Conflict
2012,Arma 2: Army of the Czech Republic
2012,Jet Set Radio
2012,Magic: The Gathering - Duels of the Planeswalkers 2013 Expansion
2012,Awesomenauts - Expendable Clunk Skin
2012,Awesomenauts - Bumble Gnaw Skin
2012,Awesomenauts - Hotrod Derpl Skin
2012,Awesomenauts - Kosmonaut Yuri Skin
2012,Awesomenauts - Grandmaster Splash Skin
2012,Awesomenauts - Coco Hawaii Skin
2012,Might & Magic: Heroes VI - Danse Macabre Adventure Pack
2012,Resident Evil: Operation Raccoon City - Renegade Weapons Pack
2012,Resident Evil: Operation Raccoon City - Classic Weapons Pack
2012,Resident Evil: Operation Raccoon City - Elite Weapons Pack
2012,Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1
2012,Resident Evil: Operation Raccoon City - Weapon Stash
2012,Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 2
2012,"Wargame: European Escalation - ""Commander"" (Free DLC)"
2012,The Testament of Sherlock Holmes
2012,ETHER VAPOR Remaster
2012,Carrier Command: Gaea Mission
2012,3D-Coat V4.8
2012,BIT.TRIP.CORE Soundtrack
2012,Cortex Command
2012,Dogfight 1942 Russia Under Siege
2012,BIT.TRIP CORE
2012,Borderlands 2: Mechromancer Pack
2012,"Duels 2013 ""Aura Servants"" Deck Key"
2012,"Duels 2013 ""Mindstorms"" Deck Key"
2012,"Duels 2013 ""Mindstorms"" Foil Conversion"
2012,"Duels 2013 ""Collective Might"" Foil Conversion"
2012,"Duels 2013 ""Aura Servants"" Foil Conversion"
2012,Rocksmith - Queen - Keep Yourself Alive
2012,"Duels 2013 ""Collective Might"" Deck Key"
2012,"Duels 2013 ""Sepulchral Strength"" Deck Key"
2012,Rocketbirds: Hardboiled Chicken
2012,Doom 3: BFG Edition
2012,Borderlands 2 - Captain Scarlett and her Pirate's Booty
2012,Sleeping Dogs - Street Racer Pack
2012,Sleeping Dogs - Tactical Soldier Pack
2012,Dungeon Defenders Anniversary Pack
2012,Crusader Kings II: Songs of Byzantium
2012,Rocksmith - My Chemical Romance - Planetary (GO!)
2012,Rocksmith - 3 Doors Down - 3-Song Pack
2012,Rocksmith - The Police - Synchronicity II
2012,Rocksmith - 3 Doors Down - Loser
2012,Rocksmith - 3 Doors Down - When I'm Gone
2012,Rocksmith - blink-182 - All The Small Things
2012,Rocksmith - blink-182 - Dammit
2012,Rocksmith - The Black Keys - Just Got To Be
2012,Rocksmith - Pearl Jam - Black
2012,Rocksmith - The Police - Roxanne
2012,Rocksmith - Queen - Stone Cold Crazy
2012,Rocksmith - The Allman Brothers Band - Jessica
2012,Rocksmith - Marvin Gaye - What's Going On
2012,Rocksmith - Albert King with Stevie Ray Vaughan - Born Under a Bad Sign
2012,Rocksmith - The Blues Brothers Band - Soul Man
2012,Rocksmith - The Black Keys 3-Song Pack
2012,Rocksmith - Megadeth 3-Song Pack
2012,Rocksmith - Queen 5-Song Pack
2012,Rocksmith - My Chemical Romance 3-Song Pack
2012,Rocksmith - The Allman Brothers Band - Whipping Post
2012,Rocksmith - My Chemical Romance - Na Na Na (Na Na Na Na Na)
2012,Rocksmith - The Temptations - My Girl
2012,Rocksmith - Megadeth - Public Enemy No. 1
2012,Rocksmith - Deep Purple - Smoke on the Water
2012,Rocksmith - Megadeth - Symphony of Destruction
2012,Rocksmith™
2012,Edna & Harvey: Harvey's New Eyes
2012,Unity of Command: Stalingrad Campaign
2012,Primal Carnage
2012,Rocksmith - The Knack - My Sharona
2012,Rocksmith - 3 Doors Down - Kryptonite
2012,Giana Sisters: Twisted Dreams
2012,Tropico 4: Pirate Heaven DLC
2012,A Game of Dwarves
2012,XCOM: Enemy Unknown - Elite Soldier Pack
2012,Hotline Miami
2012,ROSE Online
2012,Sleeping Dogs: The SWAT Pack
2012,Sleeping Dogs: Screen Legends Pack
2012,Krater - Character DLC Mayhem MK13
2012,Guns of Icarus Online
2006,Condemned: Criminal Origins
2004,Beyond Divinity
2012,Magicka: Grimnir's Laboratory
2012,Divinity II: Developer's Cut
2012,Rocksmith - Avenged Sevenfold - Beast and the Harlot
2012,Rocksmith - Avenged Sevenfold - Afterlife
2003,POSTAL 2
2012,Sleeping Dogs: Ghost Pig
2012,F1 RACE STARS™
2012,Chaos on Deponia
2012,Gemini Wars
2012,APB Reloaded Urban Survival Pack
2012,Magic: The Gathering - 2013 Deck Pack 1
2012,Worms Revolution - Mars Pack
2012,Gratuitous Tank Battles - The Western Front
2012,Sine Mora
2012,Fly'N
2012,Puddle
2012,Memento Mori
2012,Clan of Champions - New Helmet Pack 1
2012,Clan of Champions - Item Box +
2012,Clan of Champions - New Armor Pack 1
2012,Call of Duty®: Black Ops II
2012,Sleeping Dogs: Deep Undercover Pack
2012,Sleeping Dogs - Triad Enforcer Pack
2012,F1 Race Stars - Music Accessory Pack
2012,Sleeping Dogs: Square Enix Character Pack
2012,F1 Race Stars - Science Accessory Pack
2012,F1 Race Stars - Princess Accessory Pack
2012,F1 Race Stars - Nature Accessory Pack
2012,F1 Race Stars - Monster Accessory Pack
2004,Jagged Alliance 2 - Wildfire
2012,Hitman: Absolution: Bartoli Custom Gun
2012,Hitman: Absolution: Agency HX UMP
2012,Hitman: Absolution: Agency SPS 12
2012,Hitman: Absolution: Deus Ex (Adam Jensen) Handgun
2012,Hitman: Absolution: High Tech Disguise
2012,Hitman: Absolution: Deus Ex (Adam Jensen) Disguise
2012,The Sims 3: Supernatural
2012,The Sims 3: Diesel Stuff
2012,The Sims 3: Seasons
2012,"Magic 2013 ""Act of War"" Deck Key"
2012,"Magic 2013 ""Sky and Scale"" Foil Conversion"
2012,"Magic 2013 ""Act of War"" Foil Conversion"
2012,"Magic 2013 ""Sky and Scale"" Deck Key"
2012,Worms Revolution: Medieval Tales DLC
2012,Train Simulator: Union Pacific Big Boy Loco Add-On
2012,Miasmata
2012,Stealth Bastard Deluxe - Soundtrack
2012,Tomb Raider VI: The Angel of Darkness
2012,Stealth Bastard Deluxe
2005,GT Legends
2012,Trainz Simulator DLC: PRR T1
2012,The Book of Unwritten Tales: The Critter Chronicles
2012,Primordia
2012,A Game of Dwarves: Star Dwarves
2012,A Game of Dwarves: Ale Pack
2012,Mabinogi
2012,Triple Town
2003,Legacy of Kain: Defiance
2012,Legacy of Kain: Soul Reaver
2001,Legacy of Kain: Soul Reaver 2
2012,Train Simulator: Union Pacific SD45 Loco Add-On
2012,Iron Sky: Invasion
2012,Assassin’s Creed® III – The Hidden Secrets Pack
2012,Port Royale 3: New Adventures DLC
2012,Rocksmith - Nickelback - 3 Song Pack
2012,A New Beginning - Final Cut
2012,Rocksmith - Nickelback - How You Remind Me
2012,NiGHTS Into Dreams
2011,Train Simulator: Edinburgh-Glasgow Route Add-On
2012,SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary
2012,Hearts of Iron III: British Vehicle Spritepack
2012,Hearts of Iron III: Japanese Vehicle Spritepack
2012,Rage: The Scorchers™
2012,Tropico 4: Vigilante DLC
2012,Rocksmith - Foo Fighters - Wheels
2012,Rocksmith - Foo Fighters - Times Likes These
2012,Rocksmith - Foo Fighters - My Hero
2012,Rocksmith - Foo Fighters - Walk
2012,A Virus Named TOM: Winter Wonderland
2012,Sacred 2 Gold
2012,Train Simulator: Donner Pass: Southern Pacific Route Add-On
2012,Splice: Epilogue Soundtrack
2013,Angelica Weaver: Catch Me When You Can
2013,F1 Race Stars - China Track
2013,F1 Race Stars - Canada Track
2013,Primal Fears
2013,F1 Race Stars - India Track
2013,Worms Ultimate Mayhem - Multiplayer Pack DLC
2013,Train Simulator: DB ICE 2 EMU Add-On
2013,Fieldrunners 2
2013,Sword of the Stars II Soundtrack
2013,Sins of a Solar Empire®: Rebellion - Original Soundtrack
2013,Gratuitous Space Battles: The Outcasts
2013,Rocksmith - The Strokes - Reptilia
2013,SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool
2013,Painkiller Hell & Damnation: Satan Claus DLC
2013,Borderlands 2: Commando Supremacy Pack
2013,Borderlands 2: Commando Domination Pack
2013,Spectromancer: Gathering of Power
2013,Borderlands 2: Siren Madness Pack
2013,Borderlands 2: Gunzerker Madness Pack
2013,Borderlands 2: Gunzerker Domination Pack
2013,Borderlands 2: Siren Domination Pack
2013,Strike Suit Zero Soundtrack
2013,Strike Suit Zero
2013,The Cave
2013,Ace Combat Assault Horizon - Enhanced Edition
2013,Hotline Miami Soundtrack
2013,DmC: Devil May Cry
2013,Defense Grid: Containment DLC
2013,Retrovirus
2013,DIVO
2013,Cities in Motion: Design Quirks
2013,"Rocksmith - Fall Out Boy - Sugar, We're Goin Down"
2013,Rocksmith - Fall Out boy - I Don't Care
2013,"Rocksmith - Fall Out Boy - Dance, Dance"
2013,Rocksmith - Fall Out Boy - Thnks fr th Mmrs
2013,Rocksmith - Fall Out Boy - America's Suitehearts
2013,Street Fighter X Tekken: SF Booster Pack 5
2013,Street Fighter X Tekken: SF Booster Pack 4
2013,Street Fighter X Tekken: SF Booster Pack 3
2013,Cities XL Platinum
2013,Street Fighter X Tekken: SF Booster Pack 7
2013,Street Fighter X Tekken: Additional 12 Characters Pack
2013,SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand
2013,Super House of Dead Ninjas
2013,Omerta - City of Gangsters - The Bulgarian Colossus DLC
2013,A Valley Without Wind 2
2013,Highborn
2013,Rocksmith - Kansas - Carry On Wayward Son
2013,Rocksmith - Ram Jam - Black Betty
2013,Rocksmith - Judas Priest - You've Got Another Thing Comin'
2013,March of the Eagles
2013,Assassin's Creed® III Tyranny of King Washington: The Infamy
2013,Rocksmith - Incubus - Anna Molly
